date,Natural Gas,Wind,Coal,Solar,Water,Nuclear
2021-06-21T17:00:00Z,24574,13915,11186,4857,159,5012
2021-06-21T16:00:00Z,22487,14514,11080,4550,152,5013
2021-06-21T15:00:00Z,19695,15141,10992,3744,118,5013
2021-06-21T14:00:00Z,17342,15641,10985,2746,118,5013
2021-06-21T13:00:00Z,16606,16036,10844,800,98,5012
2021-06-21T12:00:00Z,15252,17537,10273,5,98,5013
2021-06-21T11:00:00Z,12885,19213,9666,0,98,5012
2021-06-21T10:00:00Z,12213,19465,9158,0,98,5012
2021-06-21T09:00:00Z,11964,19351,9582,0,97,5012
2021-06-21T08:00:00Z,12555,18554,10544,0,97,5011
2021-06-21T07:00:00Z,12892,19793,10405,0,116,5011
2021-06-21T06:00:00Z,13615,21205,10550,0,97,5011
2021-06-21T05:00:00Z,16316,21249,10974,0,99,5010
2021-06-21T04:00:00Z,18513,21219,12099,0,99,5010
2021-06-21T03:00:00Z,22644,19956,12088,0,97,5010
2021-06-21T02:00:00Z,25957,17325,12178,287,97,5010
2021-06-21T01:00:00Z,27344,15660,12086,2588,97,5010
2021-06-21T00:00:00Z,29196,13295,12104,4710,96,5009
2021-06-20T23:00:00Z,31876,10927,12135,5142,96,5008
2021-06-20T22:00:00Z,32334,9996,12172,5307,96,5008
2021-06-20T21:00:00Z,30781,10468,12169,5633,96,5007
2021-06-20T20:00:00Z,28669,11798,12024,5744,96,5007
2021-06-20T19:00:00Z,25818,13423,11336,5943,97,5007
2021-06-20T18:00:00Z,23079,14447,10970,5900,105,5007
2021-06-20T17:00:00Z,20200,15153,10661,5563,158,5007
2021-06-20T16:00:00Z,17053,15849,9997,4968,159,5007
2021-06-20T15:00:00Z,14824,16890,8523,3687,150,5008
2021-06-20T14:00:00Z,12612,15916,7757,3863,114,5007
2021-06-20T13:00:00Z,11471,16974,6660,1329,95,5007
2021-06-20T12:00:00Z,11192,17731,6500,19,95,5007
2021-06-20T11:00:00Z,11307,17925,6873,0,95,5006
2021-06-20T10:00:00Z,11485,17892,7189,0,95,5005
2021-06-20T09:00:00Z,11806,17956,7788,0,95,5004
2021-06-20T08:00:00Z,12015,18711,8402,0,95,5003
2021-06-20T07:00:00Z,12295,19242,9592,0,114,5006
2021-06-20T06:00:00Z,13581,19661,10563,0,96,5000
2021-06-20T05:00:00Z,16338,19556,11041,0,95,4978
2021-06-20T04:00:00Z,20016,18288,11798,0,95,4935
2021-06-20T03:00:00Z,26070,15046,12004,0,95,4840
2021-06-20T02:00:00Z,30298,12264,12232,439,95,4771
2021-06-20T01:00:00Z,31368,11197,12268,3156,95,4700
2021-06-20T00:00:00Z,32905,9772,12270,5178,95,4522
2021-06-19T23:00:00Z,36067,7728,12188,5450,134,4346
2021-06-19T22:00:00Z,37592,5798,12258,5666,113,4270
2021-06-19T21:00:00Z,37836,4589,12235,5658,96,4277
2021-06-19T20:00:00Z,37504,3362,12227,5687,95,4229
2021-06-19T19:00:00Z,36553,2537,12213,5753,95,4089
2021-06-19T18:00:00Z,34063,2656,12135,5921,123,3961
2021-06-19T17:00:00Z,29576,3929,12174,6128,181,3911
2021-06-19T16:00:00Z,24238,6117,11741,6062,199,3871
2021-06-19T15:00:00Z,19984,8284,9874,5775,149,3838
2021-06-19T14:00:00Z,18118,8119,8950,4402,114,3831
2021-06-19T13:00:00Z,16119,10597,7552,1403,95,3832
2021-06-19T12:00:00Z,15438,11809,7168,20,94,3831
2021-06-19T11:00:00Z,15135,12693,6835,0,94,3830
2021-06-19T10:00:00Z,14984,13485,6595,0,94,3829
2021-06-19T09:00:00Z,15011,14341,6774,0,94,3828
2021-06-19T08:00:00Z,15471,15443,7309,0,94,3828
2021-06-19T07:00:00Z,16196,15896,8511,0,112,3827
2021-06-19T06:00:00Z,17391,15627,10610,0,94,3827
2021-06-19T05:00:00Z,20564,14633,11948,0,93,3826
2021-06-19T04:00:00Z,25128,13974,11979,0,94,3824
2021-06-19T03:00:00Z,30771,11733,11978,0,93,3823
2021-06-19T02:00:00Z,35068,8696,12124,498,93,3822
2021-06-19T01:00:00Z,36203,7736,12188,3254,94,3821
2021-06-19T00:00:00Z,37961,6674,12175,5069,93,3821
2021-06-18T23:00:00Z,40070,5793,12194,5509,94,3822
2021-06-18T22:00:00Z,41211,4927,12227,5582,93,3826
2021-06-18T21:00:00Z,41356,4151,12240,5513,94,3830
2021-06-18T20:00:00Z,40688,3470,12252,5618,94,3831
2021-06-18T19:00:00Z,39262,2830,12225,5721,100,3831
2021-06-18T18:00:00Z,36716,2960,12227,5773,122,3832
2021-06-18T17:00:00Z,32018,4297,12166,6005,156,3832
2021-06-18T16:00:00Z,27547,5423,12138,5983,156,3832
2021-06-18T15:00:00Z,23706,5728,12033,5656,147,3832
2021-06-18T14:00:00Z,21380,5694,11649,4344,112,3833
2021-06-18T13:00:00Z,18554,8869,11110,1331,93,3832
2021-06-18T12:00:00Z,17708,10331,10180,17,93,3832
2021-06-18T11:00:00Z,17239,11467,8818,0,93,3830
2021-06-18T10:00:00Z,16642,12557,8105,0,93,3830
2021-06-18T09:00:00Z,16546,13393,8008,0,93,3829
2021-06-18T08:00:00Z,16751,13840,8776,0,93,3827
2021-06-18T07:00:00Z,17234,14180,10252,0,112,3827
2021-06-18T06:00:00Z,19081,13973,11606,0,95,3827
2021-06-18T05:00:00Z,23664,13080,11932,0,96,3826
2021-06-18T04:00:00Z,29047,11950,11964,5,96,3826
2021-06-18T03:00:00Z,35718,9246,11876,0,96,3825
2021-06-18T02:00:00Z,39678,6753,11877,471,97,3825
2021-06-18T01:00:00Z,40375,5897,11962,3087,97,3824
2021-06-18T00:00:00Z,41419,5276,11938,4839,98,3823
2021-06-17T23:00:00Z,42667,4643,11887,5242,98,3823
2021-06-17T22:00:00Z,43094,4271,12014,5360,98,3824
2021-06-17T21:00:00Z,42577,4426,11981,5425,95,3827
2021-06-17T20:00:00Z,42438,4082,11971,5493,94,3830
2021-06-17T19:00:00Z,40658,3964,11901,5710,94,3828
2021-06-17T18:00:00Z,38386,3552,11883,5805,98,3829
2021-06-17T17:00:00Z,34954,3713,11958,5903,151,3830
2021-06-17T16:00:00Z,29464,5019,11956,6098,143,3831
2021-06-17T15:00:00Z,25552,4904,11887,5824,143,3831
2021-06-17T14:00:00Z,22891,4747,11762,4608,108,3831
2021-06-17T13:00:00Z,19836,7665,11561,1462,89,3830
2021-06-17T12:00:00Z,18857,8780,10792,21,88,3829
2021-06-17T11:00:00Z,17939,9317,10051,0,88,3828
2021-06-17T10:00:00Z,17264,10468,9040,0,88,3827
2021-06-17T09:00:00Z,16959,11615,8732,0,88,3826
2021-06-17T08:00:00Z,17171,12380,9248,0,89,3825
2021-06-17T07:00:00Z,17721,12898,10284,0,108,3824
2021-06-17T06:00:00Z,19410,12996,11564,0,93,3824
2021-06-17T05:00:00Z,22932,12805,12124,0,92,3823
2021-06-17T04:00:00Z,27942,12219,12115,0,91,3823
2021-06-17T03:00:00Z,33707,10577,12064,0,92,3822
2021-06-17T02:00:00Z,37560,8606,12081,462,92,3822
2021-06-17T01:00:00Z,39013,7589,12044,2954,92,3821
2021-06-17T00:00:00Z,40601,6535,11980,4856,92,3821
2021-06-16T23:00:00Z,42194,5550,11940,5338,92,3821
2021-06-16T22:00:00Z,42477,5084,12064,5509,91,3818
2021-06-16T21:00:00Z,42620,4239,12055,5617,91,3821
2021-06-16T20:00:00Z,42127,3095,12024,5756,99,3824
2021-06-16T19:00:00Z,40863,2298,11954,5842,133,3828
2021-06-16T18:00:00Z,37627,2048,11966,5965,151,3827
2021-06-16T17:00:00Z,34325,1894,12130,6089,175,3826
2021-06-16T16:00:00Z,29493,2463,12176,6029,184,3827
2021-06-16T15:00:00Z,25475,2867,11868,5774,107,3827
2021-06-16T14:00:00Z,23422,3305,10976,4496,107,3827
2021-06-16T13:00:00Z,22056,5050,10593,1400,87,3826
2021-06-16T12:00:00Z,21075,6218,9777,27,88,3825
2021-06-16T11:00:00Z,19335,7508,8929,0,88,3825
2021-06-16T10:00:00Z,18223,8798,7850,0,88,3824
2021-06-16T09:00:00Z,18133,10565,6815,0,87,3823
2021-06-16T08:00:00Z,17983,11898,6784,0,87,3821
2021-06-16T07:00:00Z,18589,12417,7792,0,107,3819
2021-06-16T06:00:00Z,20403,11742,9481,0,88,3818
2021-06-16T05:00:00Z,24898,9769,10868,0,87,3815
2021-06-16T04:00:00Z,30557,7450,11837,0,88,3813
2021-06-16T03:00:00Z,36533,5167,11891,0,88,3810
2021-06-16T02:00:00Z,40054,3541,11870,450,88,3808
2021-06-16T01:00:00Z,41545,2659,11683,3124,88,3807
2021-06-16T00:00:00Z,43045,2506,11534,4915,108,3808
2021-06-15T23:00:00Z,44720,2217,11578,5358,110,3809
2021-06-15T22:00:00Z,45599,1890,11633,5355,110,3811
2021-06-15T21:00:00Z,45762,1551,11657,5380,117,3814
2021-06-15T20:00:00Z,45199,1268,11860,5541,168,3819
2021-06-15T19:00:00Z,43834,876,11967,5858,143,3824
2021-06-15T18:00:00Z,41459,357,11958,5909,178,3826
2021-06-15T17:00:00Z,37954,278,11928,6038,173,3828
2021-06-15T16:00:00Z,33899,303,11898,6018,166,3830
2021-06-15T15:00:00Z,30186,179,11852,5724,89,3831
2021-06-15T14:00:00Z,27226,278,11911,4448,89,3832
2021-06-15T13:00:00Z,26511,720,11937,1460,90,3831
2021-06-15T12:00:00Z,25605,1091,11889,22,90,3831
2021-06-15T11:00:00Z,24230,1503,11702,0,90,3831
2021-06-15T10:00:00Z,23401,1893,11469,0,90,3830
2021-06-15T09:00:00Z,23324,2447,11415,0,90,3829
2021-06-15T08:00:00Z,23779,3003,11645,0,90,3828
2021-06-15T07:00:00Z,25078,3524,11850,0,90,3828
2021-06-15T06:00:00Z,27343,4043,11889,0,90,3826
2021-06-15T05:00:00Z,31314,4175,11613,0,90,3824
2021-06-15T04:00:00Z,34815,4967,11529,0,91,3823
2021-06-15T03:00:00Z,38822,5144,11412,0,90,3822
2021-06-15T02:00:00Z,41141,4688,11295,406,91,3822
2021-06-15T01:00:00Z,41516,4810,11191,2450,109,3823
2021-06-15T00:00:00Z,42703,4495,11209,3855,112,3823
2021-06-14T23:00:00Z,44472,3652,11100,4288,114,3823
2021-06-14T22:00:00Z,45249,3521,10999,4769,114,3825
2021-06-14T21:00:00Z,45589,3681,10886,4954,113,3826
2021-06-14T20:00:00Z,45589,3200,10873,5333,118,3827
2021-06-14T19:00:00Z,44393,3059,10873,5498,101,3826
2021-06-14T18:00:00Z,42041,2924,10924,5422,155,3826
2021-06-14T17:00:00Z,37934,3953,11051,5185,161,3825
2021-06-14T16:00:00Z,33655,4265,11179,4703,166,3824
2021-06-14T15:00:00Z,31146,4094,11208,3587,89,3823
2021-06-14T14:00:00Z,27436,4458,11185,2800,88,3822
2021-06-14T13:00:00Z,26490,4547,11101,794,88,3821
2021-06-14T12:00:00Z,24504,5797,11083,12,89,3820
2021-06-14T11:00:00Z,23548,5585,11031,0,89,3819
2021-06-14T10:00:00Z,22836,5396,11051,0,89,3818
2021-06-14T09:00:00Z,22680,6154,10876,0,89,3817
2021-06-14T08:00:00Z,22685,7580,10875,0,89,3816
2021-06-14T07:00:00Z,24185,8207,10820,0,88,3815
2021-06-14T06:00:00Z,25972,9414,10847,0,89,3816
2021-06-14T05:00:00Z,27890,10676,11125,0,90,3821
2021-06-14T04:00:00Z,32180,10073,11764,0,90,3823
2021-06-14T03:00:00Z,37135,8641,11871,0,90,3824
2021-06-14T02:00:00Z,40746,6790,11801,334,92,3827
2021-06-14T01:00:00Z,42712,4796,11624,2877,96,3829
2021-06-14T00:00:00Z,43255,3580,11644,4831,114,3831
2021-06-13T23:00:00Z,43933,2663,11671,5476,112,3832
2021-06-13T22:00:00Z,43847,2157,11674,5684,112,3833
2021-06-13T21:00:00Z,43048,1908,11655,5825,112,3833
2021-06-13T20:00:00Z,41671,2129,12065,5637,118,3834
2021-06-13T19:00:00Z,39437,2340,12012,5730,150,3834
2021-06-13T18:00:00Z,36573,2313,12124,5898,178,3835
2021-06-13T17:00:00Z,32929,2067,12148,5860,158,3835
2021-06-13T16:00:00Z,29553,1610,12113,4982,167,3835
2021-06-13T15:00:00Z,26113,1856,11913,4050,89,3835
2021-06-13T14:00:00Z,22864,2708,11081,3170,89,3834
2021-06-13T13:00:00Z,21080,4343,10013,949,89,3835
2021-06-13T12:00:00Z,20380,4873,10042,16,89,3835
2021-06-13T11:00:00Z,19019,6529,10214,0,89,3835
2021-06-13T10:00:00Z,18827,6951,10583,0,89,3835
2021-06-13T09:00:00Z,18765,8508,10225,0,89,3834
2021-06-13T08:00:00Z,18533,10727,9802,0,89,3834
2021-06-13T07:00:00Z,18848,12084,10215,0,89,3833
2021-06-13T06:00:00Z,19944,13387,10603,0,89,3833
2021-06-13T05:00:00Z,22631,14006,10679,0,89,3832
2021-06-13T04:00:00Z,25961,13452,11477,0,89,3831
2021-06-13T03:00:00Z,30199,12367,11484,0,89,3829
2021-06-13T02:00:00Z,33402,10703,11718,216,89,3828
2021-06-13T01:00:00Z,34558,9166,11957,2837,89,3828
2021-06-13T00:00:00Z,35383,8004,12072,4984,109,3827
2021-06-12T23:00:00Z,36309,7553,11878,5476,109,3826
2021-06-12T22:00:00Z,36531,6740,11844,5587,109,3827
2021-06-12T21:00:00Z,35893,6005,11824,5582,109,3828
2021-06-12T20:00:00Z,35247,5166,11813,5667,109,3830
2021-06-12T19:00:00Z,34468,4330,11904,5753,116,3831
2021-06-12T18:00:00Z,32094,3872,12061,5960,178,3836
2021-06-12T17:00:00Z,28913,3867,12017,5913,161,3840
2021-06-12T16:00:00Z,25113,4610,11532,5746,167,3841
2021-06-12T15:00:00Z,21529,6334,10174,5181,126,3842
2021-06-12T14:00:00Z,20465,5893,9744,3857,90,3841
2021-06-12T13:00:00Z,20286,6465,9749,1117,90,3843
2021-06-12T12:00:00Z,18837,10214,7794,8,91,3843
2021-06-12T11:00:00Z,16235,13043,7522,0,90,3843
2021-06-12T10:00:00Z,15475,13925,7936,0,90,3843
2021-06-12T09:00:00Z,15383,14556,8260,0,90,3843
2021-06-12T08:00:00Z,15453,15257,9038,0,90,3842
2021-06-12T07:00:00Z,15716,16244,10167,0,90,3842
2021-06-12T06:00:00Z,16441,17690,10762,0,91,3841
2021-06-12T05:00:00Z,18755,18657,10882,0,90,3841
2021-06-12T04:00:00Z,21542,19049,11425,0,90,3840
2021-06-12T03:00:00Z,25838,18164,11485,0,90,3840
2021-06-12T02:00:00Z,28766,16857,11558,343,89,3840
2021-06-12T01:00:00Z,29851,15991,11815,2589,92,3840
2021-06-12T00:00:00Z,31067,15008,12021,4546,108,3841
2021-06-11T23:00:00Z,32155,14273,11982,5289,108,3840
2021-06-11T22:00:00Z,32396,13736,12079,5650,108,3841
2021-06-11T21:00:00Z,31943,13330,12068,5788,108,3842
2021-06-11T20:00:00Z,31355,12967,11982,5821,105,3843
2021-06-11T19:00:00Z,28537,13629,11891,5861,88,3844
2021-06-11T18:00:00Z,25417,14408,11415,5844,88,3846
2021-06-11T17:00:00Z,22511,14991,10791,5773,106,3846
2021-06-11T16:00:00Z,19602,15266,10431,5493,115,3846
2021-06-11T15:00:00Z,16649,15909,10083,4920,89,3846
2021-06-11T14:00:00Z,15163,15653,10333,3405,88,3847
2021-06-11T13:00:00Z,14129,17257,9593,995,89,3848
2021-06-11T12:00:00Z,13281,18604,8748,12,89,3848
2021-06-11T11:00:00Z,12391,19257,8002,0,89,3847
2021-06-11T10:00:00Z,11809,19862,7327,0,88,3847
2021-06-11T09:00:00Z,11757,20205,7480,0,89,3846
2021-06-11T08:00:00Z,11928,20545,8193,0,88,3845
2021-06-11T07:00:00Z,12498,20374,9502,0,88,3846
2021-06-11T06:00:00Z,14031,20266,10697,0,88,3846
2021-06-11T05:00:00Z,16300,20312,11784,0,88,3846
2021-06-11T04:00:00Z,19942,20443,11896,0,89,3847
2021-06-11T03:00:00Z,24058,20157,11899,0,108,3848
2021-06-11T02:00:00Z,27228,18598,11956,317,135,3847
2021-06-11T01:00:00Z,28345,17593,11922,2656,116,3847
2021-06-11T00:00:00Z,28586,16981,12231,4469,109,3846
2021-06-10T23:00:00Z,29835,15477,12772,4817,111,3847
2021-06-10T22:00:00Z,31301,13556,12793,5341,111,3847
2021-06-10T21:00:00Z,32362,11975,12497,5627,111,3847
2021-06-10T20:00:00Z,33010,10569,11985,5666,111,3846
2021-06-10T19:00:00Z,32232,9105,11946,5798,111,3847
2021-06-10T18:00:00Z,30550,8438,11949,5817,139,3848
2021-06-10T17:00:00Z,27660,8488,11926,5705,162,3850
2021-06-10T16:00:00Z,23523,9778,11774,5425,138,3851
2021-06-10T15:00:00Z,19801,11235,11546,4621,91,3855
2021-06-10T14:00:00Z,18344,10703,11671,3392,90,3855
2021-06-10T13:00:00Z,17681,11744,11424,918,90,3855
2021-06-10T12:00:00Z,16978,12875,10483,7,90,3856
2021-06-10T11:00:00Z,14505,13564,10786,0,90,3855
2021-06-10T10:00:00Z,13274,14803,9944,0,90,3854
2021-06-10T09:00:00Z,12846,16354,9248,0,90,3854
2021-06-10T08:00:00Z,13028,17182,9427,0,89,3853
2021-06-10T07:00:00Z,13414,17969,10103,0,89,3853
2021-06-10T06:00:00Z,14780,17928,11294,0,89,3852
2021-06-10T05:00:00Z,18121,17419,11843,0,89,3852
2021-06-10T04:00:00Z,22405,17093,11945,0,89,3851
2021-06-10T03:00:00Z,27076,15937,11911,0,89,3851
2021-06-10T02:00:00Z,29905,14693,11981,289,90,3850
2021-06-10T01:00:00Z,30881,14546,11968,1767,113,3851
2021-06-10T00:00:00Z,31910,13745,11950,3332,157,3850
2021-06-09T23:00:00Z,32648,12129,11978,4849,150,3851
2021-06-09T22:00:00Z,33803,10575,12031,5095,110,3852
2021-06-09T21:00:00Z,33891,9207,12038,5231,110,3853
2021-06-09T20:00:00Z,33863,8346,11978,5376,129,3853
2021-06-09T19:00:00Z,32647,8527,11752,5362,140,3854
2021-06-09T18:00:00Z,30032,8990,11702,5421,140,3855
2021-06-09T17:00:00Z,26520,9782,11610,5317,185,3856
2021-06-09T16:00:00Z,23001,10696,11585,4981,166,3855
2021-06-09T15:00:00Z,19463,11581,11717,4441,91,3855
2021-06-09T14:00:00Z,18944,10776,11846,2940,91,3856
2021-06-09T13:00:00Z,17804,12152,11865,716,92,3856
2021-06-09T12:00:00Z,15509,14041,11615,6,93,3856
2021-06-09T11:00:00Z,13455,15779,10461,0,92,3856
2021-06-09T10:00:00Z,12604,17099,9120,0,93,3855
2021-06-09T09:00:00Z,12008,18911,8054,0,93,3855
2021-06-09T08:00:00Z,11986,19873,7997,0,92,3855
2021-06-09T07:00:00Z,12617,19919,8916,0,92,3855
2021-06-09T06:00:00Z,13898,19813,10003,0,92,3858
2021-06-09T05:00:00Z,15984,19710,11274,0,89,3861
2021-06-09T04:00:00Z,19928,19065,11817,0,88,3859
2021-06-09T03:00:00Z,25684,16584,11647,0,88,3857
2021-06-09T02:00:00Z,30419,13196,11499,175,88,3852
2021-06-09T01:00:00Z,30894,12362,11498,2320,87,3850
2021-06-09T00:00:00Z,31363,11552,11456,4525,87,3850
2021-06-08T23:00:00Z,32607,10664,11409,5264,86,3850
2021-06-08T22:00:00Z,32859,10317,11323,5500,87,3850
2021-06-08T21:00:00Z,32015,10242,11118,5673,87,3851
2021-06-08T20:00:00Z,30214,11539,10544,5682,116,3852
2021-06-08T19:00:00Z,26649,13506,10458,5519,87,3852
2021-06-08T18:00:00Z,23926,14732,9337,5248,87,3853
2021-06-08T17:00:00Z,20917,15125,9010,5299,107,3855
2021-06-08T16:00:00Z,19651,13742,9079,5024,107,3856
2021-06-08T15:00:00Z,18982,12498,9317,3938,106,3856
2021-06-08T14:00:00Z,17770,13689,8757,2446,106,3856
2021-06-08T13:00:00Z,17169,14825,8615,470,87,3857
2021-06-08T12:00:00Z,16415,14607,8770,3,87,3856
2021-06-08T11:00:00Z,14620,14171,9372,0,87,3856
2021-06-08T10:00:00Z,14279,13851,8990,0,87,3856
2021-06-08T09:00:00Z,12974,16788,7401,0,87,3855
2021-06-08T08:00:00Z,13020,17648,7253,0,87,3854
2021-06-08T07:00:00Z,13362,18044,7805,0,126,3855
2021-06-08T06:00:00Z,14207,19181,7923,0,134,3855
2021-06-08T05:00:00Z,15921,19290,8816,0,114,3854
2021-06-08T04:00:00Z,18592,18605,9949,0,99,3853
2021-06-08T03:00:00Z,22240,16852,10829,0,85,3852
2021-06-08T02:00:00Z,25180,13670,11780,304,85,3851
2021-06-08T01:00:00Z,27583,10479,11817,2268,85,3851
2021-06-08T00:00:00Z,29372,8029,11900,4039,86,3849
2021-06-07T23:00:00Z,29647,6435,12114,4955,86,3849
2021-06-07T22:00:00Z,29525,5886,11962,5240,105,3849
2021-06-07T21:00:00Z,28496,5530,11825,5439,160,4387
2021-06-07T20:00:00Z,26896,5615,11746,5435,142,5046
2021-06-07T19:00:00Z,26409,5585,11674,5261,126,5046
2021-06-07T18:00:00Z,25566,5739,11543,5292,88,5046
2021-06-07T17:00:00Z,24117,6102,11512,5172,117,5047
2021-06-07T16:00:00Z,22306,6558,11461,4790,125,5047
2021-06-07T15:00:00Z,19789,7752,11496,3982,119,5048
2021-06-07T14:00:00Z,17726,9427,11221,2922,117,5047
2021-06-07T13:00:00Z,16975,10244,11663,743,88,5047
2021-06-07T12:00:00Z,15870,11521,10749,5,86,5046
2021-06-07T11:00:00Z,13213,13993,9159,0,86,5046
2021-06-07T10:00:00Z,12395,14065,8776,0,86,5047
2021-06-07T09:00:00Z,12226,14643,8299,0,86,5045
2021-06-07T08:00:00Z,12086,15401,8415,0,86,5045
2021-06-07T07:00:00Z,11486,18397,7467,0,106,5044
2021-06-07T06:00:00Z,12016,19329,8120,0,105,5044
2021-06-07T05:00:00Z,13302,19965,9159,0,134,5043
2021-06-07T04:00:00Z,15825,19217,10432,0,134,5045
2021-06-07T03:00:00Z,19892,17209,11241,0,114,5046
2021-06-07T02:00:00Z,22801,14802,11798,212,86,5047
2021-06-07T01:00:00Z,23964,13457,11697,2145,86,5047
2021-06-07T00:00:00Z,24901,12107,11703,4144,86,5046
2021-06-06T23:00:00Z,25482,11374,11734,4816,86,5046
2021-06-06T22:00:00Z,24545,11096,11869,5236,87,5047
2021-06-06T21:00:00Z,23342,10724,11944,5599,89,5047
2021-06-06T20:00:00Z,22158,10462,11702,5811,119,5048
2021-06-06T19:00:00Z,20165,10802,11060,5965,146,5050
2021-06-06T18:00:00Z,18051,11190,9960,5954,140,5051
2021-06-06T17:00:00Z,15494,12350,8874,5415,134,5051
2021-06-06T16:00:00Z,12686,13879,8539,3884,107,5053
2021-06-06T15:00:00Z,11325,14007,7207,3304,107,5054
2021-06-06T14:00:00Z,11120,12329,6334,2930,107,5054
2021-06-06T13:00:00Z,9495,14015,5538,855,87,5055
2021-06-06T12:00:00Z,8740,14572,5617,4,87,5054
2021-06-06T11:00:00Z,8472,14097,6001,0,87,5055
2021-06-06T10:00:00Z,8523,13898,6139,0,114,5055
2021-06-06T09:00:00Z,8936,13837,6379,0,142,5054
2021-06-06T08:00:00Z,8814,15205,6227,0,142,5053
2021-06-06T07:00:00Z,8981,16191,6570,0,146,5052
2021-06-06T06:00:00Z,9599,17231,7067,0,107,5052
2021-06-06T05:00:00Z,10626,17363,8538,0,123,5051
2021-06-06T04:00:00Z,12931,16419,9696,0,129,5049
2021-06-06T03:00:00Z,17048,13250,10599,0,123,5048
2021-06-06T02:00:00Z,21375,9411,11316,270,106,5046
2021-06-06T01:00:00Z,22689,7677,11139,2569,98,5047
2021-06-06T00:00:00Z,24348,6090,11125,4724,114,5046
2021-06-05T23:00:00Z,26034,5074,11042,5160,133,5047
2021-06-05T22:00:00Z,26058,4582,10820,5479,122,5048
2021-06-05T21:00:00Z,25942,4442,10807,5669,88,5047
2021-06-05T20:00:00Z,26150,4144,11047,5609,89,5050
2021-06-05T19:00:00Z,25176,3845,11205,5681,89,5055
2021-06-05T18:00:00Z,23964,3560,10994,5802,89,5061
2021-06-05T17:00:00Z,21884,3149,11017,5889,113,5062
2021-06-05T16:00:00Z,19596,2967,10845,5660,113,5063
2021-06-05T15:00:00Z,17942,2770,10155,5116,114,5062
2021-06-05T14:00:00Z,16207,2680,10378,3707,113,5058
2021-06-05T13:00:00Z,15200,3735,10554,975,88,5059
2021-06-05T12:00:00Z,14880,4118,10499,8,88,5058
2021-06-05T11:00:00Z,13704,4273,11132,0,107,5058
2021-06-05T10:00:00Z,12995,4850,10969,0,135,5058
2021-06-05T09:00:00Z,12752,5758,10594,0,135,5058
2021-06-05T08:00:00Z,12999,6089,10967,0,135,5056
2021-06-05T07:00:00Z,13458,6552,11113,0,161,5055
2021-06-05T06:00:00Z,14951,6912,11162,0,136,5055
2021-06-05T05:00:00Z,17357,7213,11152,0,149,5055
2021-06-05T04:00:00Z,20127,7112,10994,0,136,5054
2021-06-05T03:00:00Z,23256,6489,10876,0,116,5054
2021-06-05T02:00:00Z,24472,5520,11149,295,88,5053
2021-06-05T01:00:00Z,24256,4685,10853,2376,88,5053
2021-06-05T00:00:00Z,25044,3905,10835,3830,88,5052
2021-06-04T23:00:00Z,26245,3279,10608,4632,88,5052
2021-06-04T22:00:00Z,26487,2800,10580,5097,97,5053
2021-06-04T21:00:00Z,26128,2296,10750,5235,96,5055
2021-06-04T20:00:00Z,25488,2097,10510,5405,91,5055
2021-06-04T19:00:00Z,24521,1786,10715,5500,108,5056
2021-06-04T18:00:00Z,23376,1322,10570,5751,136,5058
2021-06-04T17:00:00Z,22710,975,10551,5660,162,5059
2021-06-04T16:00:00Z,21320,778,10686,5457,162,5059
2021-06-04T15:00:00Z,20085,787,10658,4934,163,5059
2021-06-04T14:00:00Z,19374,834,10655,3752,162,5058
2021-06-04T13:00:00Z,19262,1540,10864,1122,137,5058
2021-06-04T12:00:00Z,18802,2279,10235,10,137,5057
2021-06-04T11:00:00Z,16258,2843,10044,0,113,5057
2021-06-04T10:00:00Z,15363,3410,9502,0,97,5056
2021-06-04T09:00:00Z,14716,4384,9008,0,97,5055
2021-06-04T08:00:00Z,14446,5759,8508,0,97,5055
2021-06-04T07:00:00Z,14506,6645,8560,0,135,5054
2021-06-04T06:00:00Z,15313,6987,9201,0,89,5054
2021-06-04T05:00:00Z,17099,7593,9622,0,69,5053
2021-06-04T04:00:00Z,19362,8221,9537,0,92,5052
2021-06-04T03:00:00Z,22032,7620,9812,0,96,5051
2021-06-04T02:00:00Z,23254,6303,10455,282,97,5051
2021-06-04T01:00:00Z,23605,5414,10174,1563,97,5050
2021-06-04T00:00:00Z,23531,5073,9963,3003,97,5052
2021-06-03T23:00:00Z,23932,4929,10170,3714,113,5054
2021-06-03T22:00:00Z,25007,4186,10470,3837,133,5054
2021-06-03T21:00:00Z,26634,3061,10408,3801,141,5053
2021-06-03T20:00:00Z,26393,3497,10182,4330,145,5053
2021-06-03T19:00:00Z,26777,2809,10211,4704,162,5054
2021-06-03T18:00:00Z,25877,2407,10084,5144,139,5054
2021-06-03T17:00:00Z,24749,2146,10022,5093,132,5051
2021-06-03T16:00:00Z,23633,1986,10058,4517,123,5055
2021-06-03T15:00:00Z,21486,2132,10037,3943,121,5053
2021-06-03T14:00:00Z,20897,2086,9840,2318,120,5056
2021-06-03T13:00:00Z,20342,2840,9544,510,78,5056
2021-06-03T12:00:00Z,19093,3790,8885,20,96,5055
2021-06-03T11:00:00Z,16976,4930,8119,0,89,5055
2021-06-03T10:00:00Z,15658,6232,7122,0,48,5055
2021-06-03T09:00:00Z,14812,7589,6460,0,74,5054
2021-06-03T08:00:00Z,15668,6821,7170,0,102,5053
2021-06-03T07:00:00Z,16529,6625,7900,0,126,5053
