date,Natural Gas,Wind,Coal,Solar,Water,Nuclear
2021-08-13T05:00:00Z,25229,12808,11059,0,57,4991
2021-08-13T04:00:00Z,28925,13232,11000,0,57,4989
2021-08-13T03:00:00Z,32030,13971,11040,0,58,4988
2021-08-13T02:00:00Z,35158,13078,11299,28,57,4988
2021-08-13T01:00:00Z,37255,12348,11416,735,59,4987
2021-08-13T00:00:00Z,37437,13286,11421,2141,59,4987
2021-08-12T23:00:00Z,38699,12663,11429,3089,59,4987
2021-08-12T22:00:00Z,39481,11950,11395,3919,58,4987
2021-08-12T21:00:00Z,39461,10923,11322,5340,58,4988
2021-08-12T20:00:00Z,38987,9747,11414,5993,57,4990
2021-08-12T19:00:00Z,37955,8778,11394,6077,54,4990
2021-08-12T18:00:00Z,33932,9847,11405,5884,97,4992
2021-08-12T17:00:00Z,28167,12420,11226,5711,118,4993
2021-08-12T16:00:00Z,23348,14478,10921,4779,152,4993
2021-08-12T15:00:00Z,20214,14548,10490,4309,75,4993
2021-08-12T14:00:00Z,19400,12613,10835,2884,75,4993
2021-08-12T13:00:00Z,18398,14142,10222,419,56,4992
2021-08-12T12:00:00Z,17241,15369,10020,0,55,4992
2021-08-12T11:00:00Z,15824,16313,8971,0,55,4991
2021-08-12T10:00:00Z,14883,17480,7995,0,55,4991
2021-08-12T09:00:00Z,14531,18557,7661,0,55,4990
2021-08-12T08:00:00Z,14463,19267,8230,0,55,4989
2021-08-12T07:00:00Z,14947,19426,9498,0,74,4989
2021-08-12T06:00:00Z,16252,19869,10258,0,56,4989
2021-08-12T05:00:00Z,18883,19961,10956,0,55,4988
2021-08-12T04:00:00Z,23347,19201,11280,0,55,4986
2021-08-12T03:00:00Z,29194,17127,11355,0,55,4985
2021-08-12T02:00:00Z,33410,14985,11367,96,55,4985
2021-08-12T01:00:00Z,34183,14925,11425,1463,55,4989
2021-08-12T00:00:00Z,34150,15297,11401,3390,51,4991
2021-08-11T23:00:00Z,34632,15548,11342,3690,50,4984
2021-08-11T22:00:00Z,33955,15400,11341,5084,50,4984
2021-08-11T21:00:00Z,34518,14801,11338,5288,50,4985
2021-08-11T20:00:00Z,34556,14228,11334,5690,50,4987
2021-08-11T19:00:00Z,33610,12953,11312,6020,51,4990
2021-08-11T18:00:00Z,30408,13102,11256,6072,61,4992
2021-08-11T17:00:00Z,26451,13748,11131,5810,113,4994
2021-08-11T16:00:00Z,21924,15090,10998,5079,148,4994
2021-08-11T15:00:00Z,18391,15357,10944,4555,71,4994
2021-08-11T14:00:00Z,17975,14149,10807,2592,67,4994
2021-08-11T13:00:00Z,16088,15865,10662,404,51,4994
2021-08-11T12:00:00Z,15045,16765,10365,1,51,4993
2021-08-11T11:00:00Z,13989,17351,9261,0,51,4993
2021-08-11T10:00:00Z,13263,18170,8466,0,50,4992
2021-08-11T09:00:00Z,13071,19223,8247,0,51,4991
2021-08-11T08:00:00Z,13221,20109,8501,0,51,4991
2021-08-11T07:00:00Z,13670,20849,9203,0,70,4990
2021-08-11T06:00:00Z,15128,20900,10218,0,51,4990
2021-08-11T05:00:00Z,17706,21169,10868,0,51,4992
2021-08-11T04:00:00Z,22226,20667,11003,0,50,4992
2021-08-11T03:00:00Z,27375,19398,10979,0,50,4989
2021-08-11T02:00:00Z,31202,18151,10934,33,50,4988
2021-08-11T01:00:00Z,31499,19493,10882,1042,50,4988
2021-08-11T00:00:00Z,32507,19525,10843,2612,69,4988
2021-08-10T23:00:00Z,33183,18800,10887,3865,71,4988
2021-08-10T22:00:00Z,32878,18559,10870,4960,73,4988
2021-08-10T21:00:00Z,32565,18318,10862,5502,72,4989
2021-08-10T20:00:00Z,32388,17727,10899,5849,71,4990
2021-08-10T19:00:00Z,30676,17162,10890,5866,51,4991
2021-08-10T18:00:00Z,27799,17857,10938,4868,58,4993
2021-08-10T17:00:00Z,24106,18386,10904,4541,93,4995
2021-08-10T16:00:00Z,19897,19106,11035,4138,85,4995
2021-08-10T15:00:00Z,16347,19266,11035,3712,51,4995
2021-08-10T14:00:00Z,15628,17370,10747,2972,50,4996
2021-08-10T13:00:00Z,15103,18085,10616,382,51,4996
2021-08-10T12:00:00Z,14167,19140,10274,0,49,4998
2021-08-10T11:00:00Z,12571,20171,9363,0,48,4998
2021-08-10T10:00:00Z,12038,21057,8331,0,48,4997
2021-08-10T09:00:00Z,11987,21408,8431,0,48,4996
2021-08-10T08:00:00Z,12113,21623,9178,0,48,4994
2021-08-10T07:00:00Z,12956,21901,9930,0,48,4992
2021-08-10T06:00:00Z,14677,22303,10406,0,48,4992
2021-08-10T05:00:00Z,17773,22117,10938,0,48,4992
2021-08-10T04:00:00Z,21740,22117,10976,0,48,4992
2021-08-10T03:00:00Z,26186,21495,11059,0,48,4991
2021-08-10T02:00:00Z,29898,20223,11096,61,48,4990
2021-08-10T01:00:00Z,31739,19570,11021,1232,48,4989
2021-08-10T00:00:00Z,33599,18287,10985,3073,67,4988
2021-08-09T23:00:00Z,34472,16623,10975,4985,69,4989
2021-08-09T22:00:00Z,35023,15974,11088,5443,73,4989
2021-08-09T21:00:00Z,35032,15239,11082,6104,75,4990
2021-08-09T20:00:00Z,34401,15038,11065,6245,75,4991
2021-08-09T19:00:00Z,31913,15480,11016,6409,53,4992
2021-08-09T18:00:00Z,28586,15867,10894,6447,94,4993
2021-08-09T17:00:00Z,24281,16866,10897,6403,95,4996
2021-08-09T16:00:00Z,19817,17996,10745,6156,87,4995
2021-08-09T15:00:00Z,15942,18530,10899,5319,53,4994
2021-08-09T14:00:00Z,15563,17457,10725,3105,53,4995
2021-08-09T13:00:00Z,14892,18507,10569,390,53,4994
2021-08-09T12:00:00Z,13856,19453,10256,0,53,4993
2021-08-09T11:00:00Z,12700,20002,9438,0,53,4992
2021-08-09T10:00:00Z,12109,20565,8538,0,53,4992
2021-08-09T09:00:00Z,12188,20747,8537,0,53,4991
2021-08-09T08:00:00Z,12244,21177,9148,0,53,4991
2021-08-09T07:00:00Z,12679,21325,10139,0,53,4990
2021-08-09T06:00:00Z,14530,21251,10612,0,53,4990
2021-08-09T05:00:00Z,17818,20711,10978,0,53,4988
2021-08-09T04:00:00Z,22901,19348,10963,0,54,4988
2021-08-09T03:00:00Z,27041,18703,10911,0,54,4988
2021-08-09T02:00:00Z,30700,16964,10937,134,54,4987
2021-08-09T01:00:00Z,31720,16038,10910,2025,59,4986
2021-08-09T00:00:00Z,33249,15204,10908,3574,74,4987
2021-08-08T23:00:00Z,34216,14411,10903,4308,74,4985
2021-08-08T22:00:00Z,33543,14243,10951,4928,74,4985
2021-08-08T21:00:00Z,32277,13961,10903,5693,75,4986
2021-08-08T20:00:00Z,30836,14116,10922,5810,73,4991
2021-08-08T19:00:00Z,27663,14844,10902,6047,54,5007
2021-08-08T18:00:00Z,23595,16387,10746,6059,102,4993
2021-08-08T17:00:00Z,19051,18238,10501,5735,103,4991
2021-08-08T16:00:00Z,15509,19930,9974,4196,137,4990
2021-08-08T15:00:00Z,13076,19802,8929,3514,60,4991
2021-08-08T14:00:00Z,12321,17459,8217,3082,60,4990
2021-08-08T13:00:00Z,12127,17821,7762,448,61,4989
2021-08-08T12:00:00Z,11994,18719,7440,0,60,4988
2021-08-08T11:00:00Z,11953,19885,6660,0,60,4989
2021-08-08T10:00:00Z,11773,21011,6248,0,60,4987
2021-08-08T09:00:00Z,11779,21988,6321,0,61,4986
2021-08-08T08:00:00Z,11806,22404,7270,0,61,4985
2021-08-08T07:00:00Z,11865,22673,8708,0,60,4987
2021-08-08T06:00:00Z,12564,23039,9975,0,55,4988
2021-08-08T05:00:00Z,14502,22907,10808,0,55,4986
2021-08-08T04:00:00Z,18269,22035,10980,0,55,4982
2021-08-08T03:00:00Z,22610,20621,10925,0,54,4987
2021-08-08T02:00:00Z,25788,19363,10921,172,54,4982
2021-08-08T01:00:00Z,26766,18691,11031,2221,55,4981
2021-08-08T00:00:00Z,27064,18463,11006,4759,74,4980
2021-08-07T23:00:00Z,28014,17852,11036,5708,74,4985
2021-08-07T22:00:00Z,28091,17300,10931,6101,74,4982
2021-08-07T21:00:00Z,27191,17025,10995,6211,74,4980
2021-08-07T20:00:00Z,26248,17145,11003,6278,74,4982
2021-08-07T19:00:00Z,24754,17147,10985,6365,55,4997
2021-08-07T18:00:00Z,22410,17211,10956,6009,60,4989
2021-08-07T17:00:00Z,19458,17639,10809,5081,103,4993
2021-08-07T16:00:00Z,16620,17857,10190,4189,138,4988
2021-08-07T15:00:00Z,14517,16880,9336,3839,62,5004
2021-08-07T14:00:00Z,13667,14075,10079,2313,62,4997
2021-08-07T13:00:00Z,12818,14656,9369,343,62,4995
2021-08-07T12:00:00Z,12491,15084,9134,0,62,5005
2021-08-07T11:00:00Z,12321,15640,8447,0,61,4990
2021-08-07T10:00:00Z,12330,16630,7453,0,61,4982
2021-08-07T09:00:00Z,12234,17550,7399,0,62,4981
2021-08-07T08:00:00Z,12115,18305,7955,0,62,4981
2021-08-07T07:00:00Z,12385,19116,8714,0,61,4981
2021-08-07T06:00:00Z,13454,19328,9682,0,62,4983
2021-08-07T05:00:00Z,16332,18753,10423,0,63,4982
2021-08-07T04:00:00Z,21009,16772,10910,0,63,4984
2021-08-07T03:00:00Z,26565,14203,10866,0,100,4982
2021-08-07T02:00:00Z,30937,11352,11023,145,99,4985
2021-08-07T01:00:00Z,34030,8346,11016,2173,100,4989
2021-08-07T00:00:00Z,35413,7021,11030,4592,114,4987
2021-08-06T23:00:00Z,37817,5628,10955,5574,114,4976
2021-08-06T22:00:00Z,38912,5212,10748,5871,114,4977
2021-08-06T21:00:00Z,39803,4335,10802,6074,115,4980
2021-08-06T20:00:00Z,38902,4708,10931,6089,115,4982
2021-08-06T19:00:00Z,37212,4396,11108,6363,94,4982
2021-08-06T18:00:00Z,34118,4424,11034,6514,91,4982
2021-08-06T17:00:00Z,29857,4938,11066,6512,130,4983
2021-08-06T16:00:00Z,25563,5584,11086,6426,160,4984
2021-08-06T15:00:00Z,21445,6768,10993,5583,51,4985
2021-08-06T14:00:00Z,19672,7903,10725,3028,51,4984
2021-08-06T13:00:00Z,17769,10301,10487,349,50,4984
2021-08-06T12:00:00Z,16715,11186,9756,1,50,4984
2021-08-06T11:00:00Z,15755,11746,8593,0,49,4984
2021-08-06T10:00:00Z,15565,11594,7957,0,49,4983
2021-08-06T09:00:00Z,15551,11998,7610,0,49,4983
2021-08-06T08:00:00Z,15631,12586,7855,0,50,4982
2021-08-06T07:00:00Z,15813,12596,9146,0,49,4982
2021-08-06T06:00:00Z,17333,11991,10501,0,50,4982
2021-08-06T05:00:00Z,21353,10938,10959,0,50,4981
2021-08-06T04:00:00Z,26076,9585,11022,0,50,4980
2021-08-06T03:00:00Z,30798,8160,10885,0,50,4979
2021-08-06T02:00:00Z,34686,5959,10921,144,50,4979
2021-08-06T01:00:00Z,35591,4783,10950,2001,52,4978
2021-08-06T00:00:00Z,36083,4819,10944,3691,71,4979
2021-08-05T23:00:00Z,36726,4417,10838,4812,72,4980
2021-08-05T22:00:00Z,37175,3631,10701,5258,73,4980
2021-08-05T21:00:00Z,36715,3664,10714,5208,74,4980
2021-08-05T20:00:00Z,36513,2894,10994,4857,75,4981
2021-08-05T19:00:00Z,35693,2555,11030,4986,54,4980
2021-08-05T18:00:00Z,33374,2638,11099,5408,54,4980
2021-08-05T17:00:00Z,31248,3007,11075,4986,96,4979
2021-08-05T16:00:00Z,28779,3366,11047,4187,89,4979
2021-08-05T15:00:00Z,27337,3173,10991,2846,55,4977
2021-08-05T14:00:00Z,25603,3786,10732,1512,54,4977
2021-08-05T13:00:00Z,24353,4596,10618,216,53,4976
2021-08-05T12:00:00Z,23168,5194,10589,0,52,4976
2021-08-05T11:00:00Z,20721,6163,10559,0,52,4980
2021-08-05T10:00:00Z,19155,7092,10389,0,51,4983
2021-08-05T09:00:00Z,19018,7661,10222,0,51,4978
2021-08-05T08:00:00Z,19155,8498,10339,0,51,4975
2021-08-05T07:00:00Z,20317,8814,10560,0,51,4979
2021-08-05T06:00:00Z,23146,8228,10653,0,51,4979
2021-08-05T05:00:00Z,26599,7787,10832,0,51,4972
2021-08-05T04:00:00Z,31289,6703,10903,0,51,4971
2021-08-05T03:00:00Z,36001,5093,10914,0,51,4970
2021-08-05T02:00:00Z,39086,3886,10918,117,51,4969
2021-08-05T01:00:00Z,39841,3014,11079,1974,51,4969
2021-08-05T00:00:00Z,39905,2693,11174,4566,75,4969
2021-08-04T23:00:00Z,40658,2289,11151,5626,76,4969
2021-08-04T22:00:00Z,41558,1690,11127,5946,77,4971
2021-08-04T21:00:00Z,41485,992,11106,6222,77,4971
2021-08-04T20:00:00Z,40448,583,11145,6226,76,4972
2021-08-04T19:00:00Z,39145,391,10981,6096,56,4974
2021-08-04T18:00:00Z,36908,548,10818,6071,56,4974
2021-08-04T17:00:00Z,33076,967,10913,6217,56,4974
2021-08-04T16:00:00Z,29793,666,11151,6213,132,4973
2021-08-04T15:00:00Z,26925,564,11206,5519,56,4971
2021-08-04T14:00:00Z,26044,969,10945,3186,56,4971
2021-08-04T13:00:00Z,26744,1193,10830,432,55,4970
2021-08-04T12:00:00Z,26149,1498,10808,1,55,4970
2021-08-04T11:00:00Z,23800,2366,10784,0,55,4970
2021-08-04T10:00:00Z,22148,3127,10717,0,55,4970
2021-08-04T09:00:00Z,21655,3582,10727,0,55,4970
2021-08-04T08:00:00Z,22342,3834,10780,0,55,4969
2021-08-04T07:00:00Z,23402,4470,10811,0,54,4968
2021-08-04T06:00:00Z,25045,5055,11029,0,54,4967
2021-08-04T05:00:00Z,27942,5325,11241,0,54,4966
2021-08-04T04:00:00Z,32353,4778,11274,0,54,4969
2021-08-04T03:00:00Z,37089,3725,11174,0,55,4968
2021-08-04T02:00:00Z,40081,2624,11186,178,55,4967
2021-08-04T01:00:00Z,40160,2402,11273,2314,56,4969
2021-08-04T00:00:00Z,39869,2398,11368,4922,56,4970
2021-08-03T23:00:00Z,40139,2770,11372,5899,57,4969
2021-08-03T22:00:00Z,40504,2096,11337,6440,58,4971
2021-08-03T21:00:00Z,40371,1500,11358,6583,58,4973
2021-08-03T20:00:00Z,39294,1239,11374,6797,57,4974
2021-08-03T19:00:00Z,37032,987,11336,6910,56,4976
2021-08-03T18:00:00Z,34423,789,11281,6920,55,4977
2021-08-03T17:00:00Z,31182,814,11208,6828,72,4977
2021-08-03T16:00:00Z,28479,697,11016,6411,72,4978
2021-08-03T15:00:00Z,26436,718,10794,5473,72,4977
2021-08-03T14:00:00Z,26322,979,10475,3089,68,4977
2021-08-03T13:00:00Z,27018,1295,10595,442,52,4977
2021-08-03T12:00:00Z,26239,1390,10790,1,52,4978
2021-08-03T11:00:00Z,24523,1508,10743,0,52,4975
2021-08-03T10:00:00Z,23087,2025,10621,0,52,4974
2021-08-03T09:00:00Z,22998,2225,10624,0,50,4969
2021-08-03T08:00:00Z,23085,3016,10674,0,50,4969
2021-08-03T07:00:00Z,23818,3960,10533,0,69,4969
2021-08-03T06:00:00Z,25748,4453,10337,0,50,4969
2021-08-03T05:00:00Z,27438,5089,10801,0,50,4968
2021-08-03T04:00:00Z,29835,6212,11015,0,50,4967
2021-08-03T03:00:00Z,32853,6199,11268,0,50,4966
2021-08-03T02:00:00Z,34333,5866,11501,191,50,4963
2021-08-03T01:00:00Z,34314,5508,11786,1870,50,4967
2021-08-03T00:00:00Z,34084,5758,12030,3895,50,4964
2021-08-02T23:00:00Z,33688,6473,12073,4909,50,4964
2021-08-02T22:00:00Z,33736,6526,12060,5243,50,4964
2021-08-02T21:00:00Z,33420,6441,11909,5243,50,4965
2021-08-02T20:00:00Z,32542,5918,12136,5136,51,4966
2021-08-02T19:00:00Z,30905,6020,12123,4678,50,4965
2021-08-02T18:00:00Z,29659,5517,12116,4370,72,4966
2021-08-02T17:00:00Z,29201,5040,12095,3382,105,4966
2021-08-02T16:00:00Z,27802,5022,12111,2568,112,4966
2021-08-02T15:00:00Z,26543,4683,12005,1766,70,4966
2021-08-02T14:00:00Z,26595,3769,11569,789,69,4966
2021-08-02T13:00:00Z,25233,4309,11180,97,51,4966
2021-08-02T12:00:00Z,23899,4916,11139,0,51,4965
2021-08-02T11:00:00Z,22506,4997,11087,0,50,4964
2021-08-02T10:00:00Z,21603,5166,10964,0,50,4964
2021-08-02T09:00:00Z,21250,5738,10880,0,50,4963
2021-08-02T08:00:00Z,21969,5715,10984,0,50,4962
2021-08-02T07:00:00Z,23452,5581,11111,0,70,4961
2021-08-02T06:00:00Z,25450,5414,11554,0,50,4961
2021-08-02T05:00:00Z,27280,5878,11976,0,50,4960
2021-08-02T04:00:00Z,30188,6359,11825,0,70,4959
2021-08-02T03:00:00Z,33089,6446,11678,0,133,4958
2021-08-02T02:00:00Z,34600,6288,11863,71,115,4957
2021-08-02T01:00:00Z,33961,7545,12093,826,87,4957
2021-08-02T00:00:00Z,35517,7717,12079,1479,87,4956
2021-08-01T23:00:00Z,36482,8313,12067,1800,87,4959
2021-08-01T22:00:00Z,37562,8573,12023,2263,87,4960
2021-08-01T21:00:00Z,37909,8509,12107,3168,87,4962
2021-08-01T20:00:00Z,37847,7836,12013,3833,86,4965
2021-08-01T19:00:00Z,37793,6364,11805,4166,91,4966
2021-08-01T18:00:00Z,36254,5270,11620,4289,92,4966
2021-08-01T17:00:00Z,32984,4827,11853,4354,110,4968
2021-08-01T16:00:00Z,28799,5101,12060,3756,146,4968
2021-08-01T15:00:00Z,23835,6412,11935,3165,69,4969
2021-08-01T14:00:00Z,20639,7541,11141,1676,69,4969
2021-08-01T13:00:00Z,18652,10032,9141,257,49,4969
2021-08-01T12:00:00Z,17926,11404,8759,1,49,4968
2021-08-01T11:00:00Z,17906,11938,8693,0,49,4967
2021-08-01T10:00:00Z,18115,11859,9237,0,49,4966
2021-08-01T09:00:00Z,18462,12076,9947,0,49,4965
2021-08-01T08:00:00Z,18835,13245,10217,0,62,4965
2021-08-01T07:00:00Z,20970,12973,10717,0,59,4965
2021-08-01T06:00:00Z,24330,11909,11260,0,49,4964
2021-08-01T05:00:00Z,27914,10605,11898,0,49,4966
2021-08-01T04:00:00Z,33038,8938,11839,0,50,4964
2021-08-01T03:00:00Z,36986,8287,11897,0,87,4964
2021-08-01T02:00:00Z,40395,6884,12002,232,87,4964
2021-08-01T01:00:00Z,41309,6588,11868,2158,87,4963
2021-08-01T00:00:00Z,41637,6507,11700,4142,87,4964
2021-07-31T23:00:00Z,42846,5314,11602,5239,88,4966
2021-07-31T22:00:00Z,43413,4375,11753,5637,87,4971
2021-07-31T21:00:00Z,43690,3491,11730,5903,88,4971
2021-07-31T20:00:00Z,43542,2466,11663,6108,88,4973
2021-07-31T19:00:00Z,42050,2080,11598,6174,50,4975
2021-07-31T18:00:00Z,39253,2278,11367,6508,114,4983
2021-07-31T17:00:00Z,34164,3274,11770,6699,141,4975
2021-07-31T16:00:00Z,27790,5029,12008,6833,147,4974
2021-07-31T15:00:00Z,23739,5106,11910,6282,70,4975
2021-07-31T14:00:00Z,21652,5518,11058,4085,63,4974
2021-07-31T13:00:00Z,20050,7759,10557,658,49,4974
2021-07-31T12:00:00Z,19404,8445,10666,1,49,4973
2021-07-31T11:00:00Z,18322,9589,10650,0,49,4972
2021-07-31T10:00:00Z,17622,10823,10520,0,49,4971
2021-07-31T09:00:00Z,17859,11609,10459,0,49,4969
2021-07-31T08:00:00Z,18448,12393,10687,0,50,4969
2021-07-31T07:00:00Z,19739,12916,10888,0,69,4968
2021-07-31T06:00:00Z,22724,12334,11194,0,50,4966
2021-07-31T05:00:00Z,25801,11673,12210,0,49,4962
2021-07-31T04:00:00Z,31263,9925,12149,0,49,4946
2021-07-31T03:00:00Z,35782,8571,12129,0,49,4965
2021-07-31T02:00:00Z,38963,7334,12219,259,49,4966
2021-07-31T01:00:00Z,39841,6649,12241,2480,50,4966
2021-07-31T00:00:00Z,40878,6002,12168,4283,49,4967
2021-07-30T23:00:00Z,43691,4915,12118,4564,50,4968
2021-07-30T22:00:00Z,45739,3858,12160,4768,50,4969
2021-07-30T21:00:00Z,46012,3101,12232,5358,50,4971
2021-07-30T20:00:00Z,45809,1982,12253,5756,50,4972
2021-07-30T19:00:00Z,44648,1098,12233,5870,51,4976
2021-07-30T18:00:00Z,42324,602,12127,6128,112,4979
2021-07-30T17:00:00Z,38605,501,12084,6446,138,4981
2021-07-30T16:00:00Z,34142,560,12093,6400,146,4983
2021-07-30T15:00:00Z,29957,643,12065,5913,70,4984
2021-07-30T14:00:00Z,27744,1367,11519,3808,69,4984
2021-07-30T13:00:00Z,27472,2240,11124,673,49,4983
2021-07-30T12:00:00Z,26538,2844,11119,2,50,4982
2021-07-30T11:00:00Z,24495,3860,11093,0,49,4981
2021-07-30T10:00:00Z,22881,5032,11075,0,49,4981
2021-07-30T09:00:00Z,22458,5974,11115,0,49,4981
2021-07-30T08:00:00Z,23306,6635,10991,0,55,4980
2021-07-30T07:00:00Z,24582,7302,11038,0,66,4979
2021-07-30T06:00:00Z,26742,7376,11513,0,49,4979
2021-07-30T05:00:00Z,29952,7323,12115,0,49,4978
2021-07-30T04:00:00Z,34585,6670,12132,0,49,4977
2021-07-30T03:00:00Z,39508,5409,12126,0,50,4975
2021-07-30T02:00:00Z,42553,4157,12138,336,50,4974
2021-07-30T01:00:00Z,43139,3442,12174,2754,50,4973
2021-07-30T00:00:00Z,44214,2913,12072,4563,51,4972
2021-07-29T23:00:00Z,45472,3323,12065,5014,51,4972
2021-07-29T22:00:00Z,45698,3458,12072,5529,51,4972
2021-07-29T21:00:00Z,46261,2639,12221,5642,51,4974
2021-07-29T20:00:00Z,45769,2029,12235,5742,51,4977
2021-07-29T19:00:00Z,44363,1590,12077,5919,51,4980
2021-07-29T18:00:00Z,41728,1139,11868,6266,85,4983
2021-07-29T17:00:00Z,38311,858,11968,6314,111,4983
2021-07-29T16:00:00Z,33589,884,12099,6440,146,4983
2021-07-29T15:00:00Z,29959,574,12081,5978,70,4983
2021-07-29T14:00:00Z,28274,613,11643,3820,71,4983
2021-07-29T13:00:00Z,28546,1174,11200,596,52,4983
2021-07-29T12:00:00Z,27667,1667,11194,1,51,4982
2021-07-29T11:00:00Z,25980,2008,11223,0,51,4981
2021-07-29T10:00:00Z,25161,2332,11172,0,51,4981
2021-07-29T09:00:00Z,24831,3029,11208,0,51,4980
2021-07-29T08:00:00Z,25011,4105,11205,0,53,4979
2021-07-29T07:00:00Z,26038,4948,11218,0,70,4978
2021-07-29T06:00:00Z,27821,5510,11627,0,51,4977
2021-07-29T05:00:00Z,30724,5560,12162,0,51,4976
2021-07-29T04:00:00Z,34855,5504,12177,0,51,4974
2021-07-29T03:00:00Z,38698,5319,12145,0,89,4973
2021-07-29T02:00:00Z,40671,5565,12099,197,90,4971
2021-07-29T01:00:00Z,41043,6277,12077,1424,89,4971
2021-07-29T00:00:00Z,42041,5798,12088,3463,89,4973
2021-07-28T23:00:00Z,42609,5900,12008,5049,89,4975
2021-07-28T22:00:00Z,44623,4688,12017,5259,90,4976
2021-07-28T21:00:00Z,45709,3307,12021,5330,91,4977
2021-07-28T20:00:00Z,45677,2791,11986,4764,92,4978
2021-07-28T19:00:00Z,43460,3504,12013,4144,91,4978
2021-07-28T18:00:00Z,41261,3499,11973,3464,90,4986
2021-07-28T17:00:00Z,37350,3999,12053,3021,144,4986
2021-07-28T16:00:00Z,33074,4035,12020,2723,145,4981
2021-07-28T15:00:00Z,29543,3892,11818,2309,73,4980
2021-07-28T14:00:00Z,27342,3779,11273,1435,73,4980
2021-07-28T13:00:00Z,24645,5210,11094,306,54,4979
2021-07-28T12:00:00Z,23146,5882,11075,2,53,4979
2021-07-28T11:00:00Z,21194,6621,11080,0,53,4978
2021-07-28T10:00:00Z,19818,7359,11067,0,52,4978
2021-07-28T09:00:00Z,19861,7826,11070,0,53,4978
2021-07-28T08:00:00Z,20320,8801,11107,0,52,4993
2021-07-28T07:00:00Z,21634,9450,11132,0,72,4994
2021-07-28T06:00:00Z,23852,9679,11516,0,53,4974
2021-07-28T05:00:00Z,27599,9375,11935,0,52,4974
2021-07-28T04:00:00Z,32624,8444,12002,49,52,4974
2021-07-28T03:00:00Z,37871,7174,12006,140,90,4976
2021-07-28T02:00:00Z,42987,4460,11976,424,90,4978
2021-07-28T01:00:00Z,44299,3712,11903,2687,91,4980
2021-07-28T00:00:00Z,45725,3041,11946,4469,110,4981
2021-07-27T23:00:00Z,47121,2278,12001,5115,111,4982
2021-07-27T22:00:00Z,47331,2136,12013,5453,112,4982
2021-07-27T21:00:00Z,47115,1853,12029,5776,112,4982
2021-07-27T20:00:00Z,46395,1379,12010,5892,112,4983
2021-07-27T19:00:00Z,45147,800,11937,5996,93,4982
2021-07-27T18:00:00Z,41895,701,11942,6186,109,4983
2021-07-27T17:00:00Z,37680,971,11900,6289,118,4982
2021-07-27T16:00:00Z,32892,1505,11772,6343,167,4981
2021-07-27T15:00:00Z,28758,2089,11640,5807,52,4980
2021-07-27T14:00:00Z,26523,3467,10984,3747,52,4979
2021-07-27T13:00:00Z,26362,4452,10726,597,52,4977
2021-07-27T12:00:00Z,25595,4791,11043,2,52,4975
2021-07-27T11:00:00Z,24431,4917,11025,0,52,4973
2021-07-27T10:00:00Z,23501,5312,11025,0,52,4971
2021-07-27T09:00:00Z,23213,6142,11034,0,52,4970
2021-07-27T08:00:00Z,23800,7070,11005,0,52,4969
2021-07-27T07:00:00Z,24986,7929,11098,0,52,4967
2021-07-27T06:00:00Z,26600,8700,11536,0,52,4964
2021-07-27T05:00:00Z,30007,8341,12002,0,52,4963
2021-07-27T04:00:00Z,34899,7954,11937,0,52,4961
2021-07-27T03:00:00Z,40911,6249,11877,0,89,4961
2021-07-27T02:00:00Z,44441,5035,11994,255,91,4964
2021-07-27T01:00:00Z,44392,5582,11878,2810,91,4969
2021-07-27T00:00:00Z,43853,5812,11907,5185,110,4975
2021-07-26T23:00:00Z,44673,5209,11777,5833,111,4980
2021-07-26T22:00:00Z,45804,3906,11763,5999,111,4984
2021-07-26T21:00:00Z,46200,3000,11838,5995,111,4986
2021-07-26T20:00:00Z,45834,2345,11749,6005,110,4987
2021-07-26T19:00:00Z,44224,1750,11796,6110,90,4989
2021-07-26T18:00:00Z,40737,1386,11805,6267,89,4990
2021-07-26T17:00:00Z,35671,1759,11954,6522,132,4990
2021-07-26T16:00:00Z,30621,2653,11962,6334,137,4989
2021-07-26T15:00:00Z,26383,3625,11901,5550,52,4989
2021-07-26T14:00:00Z,23504,5539,11179,3632,52,4988
2021-07-26T13:00:00Z,22078,7532,10788,717,53,4987
2021-07-26T12:00:00Z,20791,8888,10480,2,53,4986
2021-07-26T11:00:00Z,19394,8817,10886,0,53,4985
2021-07-26T10:00:00Z,18424,9473,10560,0,53,4983
2021-07-26T09:00:00Z,18314,9805,10635,0,53,4982
2021-07-26T08:00:00Z,19134,10024,10993,0,53,4982
2021-07-26T07:00:00Z,20848,10261,11071,0,53,4982
2021-07-26T06:00:00Z,22652,10941,11471,0,53,4981
2021-07-26T05:00:00Z,26305,10715,11842,0,53,4981
2021-07-26T04:00:00Z,31412,9738,11855,0,54,4982
2021-07-26T03:00:00Z,36012,8737,12018,0,89,4983
2021-07-26T02:00:00Z,39331,7500,12231,168,89,4984
2021-07-26T01:00:00Z,41166,6937,12237,1687,90,4985
2021-07-26T00:00:00Z,41365,7033,12151,3727,107,4987
2021-07-25T23:00:00Z,41402,6577,12141,4993,109,4988
2021-07-25T22:00:00Z,41291,5673,12084,5586,109,4990
2021-07-25T21:00:00Z,41265,4188,12160,5842,108,4992
2021-07-25T20:00:00Z,40378,2915,12175,6185,107,4994
2021-07-25T19:00:00Z,38091,2423,12240,6271,87,4996
2021-07-25T18:00:00Z,34689,2484,12189,6358,86,4997
